id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
UBAP2	1	0.28034	0.28666	0.997007	5210	0	-0.29407	0.71966	0.71334	0.988852	13283	0	-0.29407
C19orf67	1	0.28039	0.28666	0.997007	5211	0	-0.18548	0.71961	0.71334	0.988852	13282	0	-0.18548
APBB1IP	1	0.28044	0.28666	0.997007	5212	0	-0.19347	0.71956	0.71334	0.988852	13281	0	-0.19347
SMIM13	1	0.28049	0.28666	0.997007	5213	0	-0.19027	0.71951	0.71334	0.988852	13280	0	-0.19027
PAQR4	1	0.28053	0.28666	0.997007	5214	0	-0.28094	0.71947	0.71334	0.988852	13278	0	-0.28094
ZFP1	1	0.28058	0.28666	0.997007	5215	0	-0.26859	0.71942	0.71334	0.988852	13277	0	-0.26859
EPS15	1	0.28063	0.28666	0.997007	5216	0	-0.19892	0.71937	0.71334	0.988852	13276	0	-0.19892
TTR	2	0.28065	0.26343	0.997007	5217	1	-0.37438	0.69719	0.64293	0.983867	12861	0	-0.37438
ADC	1	0.28068	0.28666	0.997007	5218	0	-0.15048	0.71932	0.71334	0.988852	13275	0	-0.15048
RIMBP3	1	0.28082	0.28759	0.997007	5219	0	-0.1953	0.71918	0.71241	0.988852	13274	0	-0.1953
RAD50	1	0.28087	0.28759	0.997007	5220	0	-0.19839	0.71913	0.71241	0.988852	13273	0	-0.19839
ANK3	1	0.28091	0.28759	0.997007	5221	0	-0.39719	0.71909	0.71241	0.988852	13272	0	-0.39719
SMS	1	0.28096	0.28759	0.997007	5222	0	-0.1454	0.71904	0.71241	0.988852	13271	0	-0.1454
SPATA7	1	0.28101	0.28759	0.997007	5223	0	-0.17435	0.71899	0.71241	0.988852	13270	0	-0.17435
IFNB1	1	0.2811	0.2886	0.997007	5224	0	-0.42804	0.7189	0.7114	0.988453	13269	0	-0.42804
TSPYL1	1	0.28115	0.2886	0.997007	5225	0	-0.18794	0.71885	0.7114	0.988453	13268	0	-0.18794
RPGR	1	0.2812	0.2886	0.997007	5226	0	-0.17197	0.7188	0.7114	0.988453	13267	0	-0.17197
TMCO5A	1	0.28125	0.2886	0.997007	5227	0	-0.33201	0.71875	0.7114	0.988453	13266	0	-0.33201
OR8K3	1	0.28129	0.2886	0.997007	5228	0	-0.33058	0.71871	0.7114	0.988453	13265	0	-0.33058
LIN7C	1	0.28134	0.2886	0.997007	5229	0	-0.21265	0.71866	0.7114	0.988453	13264	0	-0.21265
CCDC18	1	0.28139	0.2886	0.997007	5230	0	-0.23488	0.71861	0.7114	0.988453	13263	0	-0.23488
SLC41A2	1	0.28144	0.2886	0.997007	5231	0	-0.19765	0.71856	0.7114	0.988453	13262	0	-0.19765
LOC100505841	1	0.28148	0.2886	0.997007	5232	0	-0.28069	0.71852	0.7114	0.988453	13261	0	-0.28069
ALPPL2	1	0.28153	0.2886	0.997007	5233	0	-0.21363	0.71847	0.7114	0.988453	13260	0	-0.21363
NAA16	1	0.28163	0.2886	0.997007	5234	0	-0.23254	0.71837	0.7114	0.988453	13259	0	-0.23254
NCALD	3	0.28169	0.31156	0.997007	5235	1	-0.11335	0.60527	0.52251	0.936168	11187	1	-0.11335
ZNF219	1	0.28172	0.28957	0.997007	5236	0	-0.28806	0.71828	0.71043	0.987956	13258	0	-0.28806
ABCA5	1	0.28177	0.28957	0.997007	5237	0	-0.54749	0.71823	0.71043	0.987956	13257	0	-0.54749
PRSS16	2	0.28177	0.26621	0.997007	5238	1	-0.19724	0.60033	0.5448	0.948293	11095	0	-0.19724
MPHOSPH9	1	0.28181	0.28957	0.997007	5239	0	-0.2471	0.71819	0.71043	0.987956	13256	0	-0.2471
VPS33B	1	0.28186	0.28957	0.997007	5240	0	-0.18532	0.71814	0.71043	0.987956	13255	0	-0.18532
UNC119B	1	0.28191	0.28957	0.997007	5241	0	-0.18046	0.71809	0.71043	0.987956	13254	0	-0.18046
FAM76A	1	0.28196	0.28957	0.997007	5242	0	-0.18034	0.71804	0.71043	0.987956	13253	0	-0.18034
SLC22A7	1	0.282	0.28957	0.997007	5243	0	-0.24651	0.718	0.71043	0.987956	13252	0	-0.24651
NANP	1	0.2821	0.28957	0.997007	5244	0	-0.15836	0.7179	0.71043	0.987956	13251	0	-0.15836
F8A3	1	0.28215	0.28957	0.997007	5245	0	-0.086297	0.71785	0.71043	0.987956	13250	0	-0.086297
C5orf42	1	0.28219	0.28957	0.997007	5246	0	-0.17024	0.71781	0.71043	0.987956	13249	0	-0.17024
CDX4	1	0.28224	0.28957	0.997007	5247	0	-0.25438	0.71776	0.71043	0.987956	13248	0	-0.25438
SCN1A	1	0.28229	0.28957	0.997007	5248	0	-0.26214	0.71771	0.71043	0.987956	13247	0	-0.26214
ELFN1	2	0.28233	0.26621	0.997007	5249	1	-0.22473	0.73805	0.68892	0.983867	13610	0	-0.22473
CC2D1B	1	0.28234	0.28957	0.997007	5250	0	-0.18417	0.71766	0.71043	0.987956	13246	0	-0.18417
RFPL4B	1	0.28238	0.28957	0.997007	5251	0	-0.2506	0.71762	0.71043	0.987956	13245	0	-0.2506
AVPR1B	1	0.28243	0.28957	0.997007	5252	0	-0.2854	0.71757	0.71043	0.987956	13244	0	-0.2854
SNAP25	1	0.28248	0.28957	0.997007	5253	0	-0.2583	0.71752	0.71043	0.987956	13243	0	-0.2583
GDF11	1	0.28253	0.28957	0.997007	5254	0	-0.16287	0.71747	0.71043	0.987956	13242	0	-0.16287
HIST1H2BL	1	0.28262	0.28957	0.997007	5255	0	-0.19231	0.71738	0.71043	0.987956	13241	0	-0.19231
XPOT	1	0.28267	0.28957	0.997007	5256	0	-0.16956	0.71733	0.71043	0.987956	13240	0	-0.16956
NEFL	1	0.28272	0.28957	0.997007	5257	0	-0.218	0.71728	0.71043	0.987956	13239	0	-0.218
DNAJB11	1	0.28276	0.28957	0.997007	5258	0	-0.18279	0.71724	0.71043	0.987956	13238	0	-0.18279
AMHR2	1	0.28281	0.28957	0.997007	5259	0	-0.26102	0.71719	0.71043	0.987956	13237	0	-0.26102
ABO	2	0.2829	0.26759	0.997007	5260	1	0.06202	0.41289	0.32259	0.867786	7673	1	0.06202
AUNIP	1	0.28291	0.28957	0.997007	5261	0	-0.22601	0.71709	0.71043	0.987956	13236	0	-0.22601
MYL6B	1	0.28295	0.28957	0.997007	5262	0	-0.20514	0.71705	0.71043	0.987956	13235	0	-0.20514
C9orf85	1	0.283	0.28957	0.997007	5263	0	-0.1615	0.717	0.71043	0.987956	13234	0	-0.1615
LPL	1	0.28305	0.28957	0.997007	5264	0	-0.17811	0.71695	0.71043	0.987956	13233	0	-0.17811
DDR2	1	0.2831	0.28957	0.997007	5265	0	-0.1865	0.7169	0.71043	0.987956	13232	0	-0.1865
TAS2R16	1	0.28314	0.28957	0.997007	5266	0	-0.2235	0.71686	0.71043	0.987956	13231	0	-0.2235
ETNK2	1	0.28324	0.28957	0.997007	5267	0	-0.19457	0.71676	0.71043	0.987956	13229	0	-0.19457
NDST1	1	0.28329	0.28957	0.997007	5268	0	-0.24449	0.71671	0.71043	0.987956	13228	0	-0.24449
IDH3G	1	0.28333	0.28957	0.997007	5269	0	-0.15916	0.71667	0.71043	0.987956	13227	0	-0.15916
MT1F	1	0.28343	0.28957	0.997007	5270	0	-0.18573	0.71657	0.71043	0.987956	13226	0	-0.18573
ZNF529	1	0.28347	0.28957	0.997007	5271	0	-0.19444	0.71653	0.71043	0.987956	13225	0	-0.19444
LAIR1	1	0.28362	0.28957	0.997007	5272	0	-0.22567	0.71638	0.71043	0.987956	13223	0	-0.22567
MYL2	2	0.28362	0.26759	0.997007	5273	1	-0.056274	0.39206	0.31035	0.853609	7285	1	-0.056274
LINGO3	1	0.28366	0.28957	0.997007	5274	0	-0.11434	0.71634	0.71043	0.987956	13222	0	-0.11434
PDGFA	1	0.28371	0.28957	0.997007	5275	0	-0.23641	0.71629	0.71043	0.987956	13221	0	-0.23641
IAPP	1	0.28376	0.28957	0.997007	5276	0	-0.34935	0.71624	0.71043	0.987956	13220	0	-0.34935
ZNF354B	1	0.28381	0.28957	0.997007	5277	0	-0.17597	0.71619	0.71043	0.987956	13219	0	-0.17597
PLBD1	1	0.28395	0.29056	0.997007	5278	0	-0.25005	0.71605	0.70944	0.987956	13218	0	-0.25005
HRASLS	1	0.284	0.29056	0.997007	5279	0	-0.1767	0.716	0.70944	0.987956	13217	0	-0.1767
PCDHA11	1	0.28404	0.29056	0.997007	5280	0	-0.25472	0.71596	0.70944	0.987956	13216	0	-0.25472
PLK1S1	1	0.28409	0.29056	0.997007	5281	0	-0.20424	0.71591	0.70944	0.987956	13215	0	-0.20424
TSLP	1	0.28414	0.29056	0.997007	5282	0	-0.22019	0.71586	0.70944	0.987956	13214	0	-0.22019
SLC6A16	1	0.28419	0.29056	0.997007	5283	0	-0.18006	0.71581	0.70944	0.987956	13213	0	-0.18006
ZNF728	1	0.28423	0.29056	0.997007	5284	0	-0.22073	0.71577	0.70944	0.987956	13212	0	-0.22073
FOXA3	1	0.28438	0.29056	0.997007	5285	0	-0.20595	0.71562	0.70944	0.987956	13211	0	-0.20595
LHPP	1	0.28447	0.29056	0.997007	5286	0	-0.18103	0.71553	0.70944	0.987956	13210	0	-0.18103
PRPS2	1	0.28452	0.29056	0.997007	5287	0	-0.17809	0.71548	0.70944	0.987956	13209	0	-0.17809
N4BP1	1	0.28461	0.29154	0.997007	5288	0	-0.17514	0.71539	0.70846	0.987956	13207	0	-0.17514
TCTN3	1	0.28471	0.29154	0.997007	5289	0	-0.24288	0.71529	0.70846	0.987956	13206	0	-0.24288
PRODH	2	0.28474	0.27039	0.997007	5290	1	0.075723	0.33416	0.25686	0.825169	6260	1	0.075723
CENPB	1	0.28476	0.29154	0.997007	5291	0	-0.15493	0.71524	0.70846	0.987956	13205	0	-0.15493
CKAP2	1	0.2848	0.29154	0.997007	5292	0	-0.17295	0.7152	0.70846	0.987956	13203	0	-0.17295
VGLL1	1	0.28485	0.29154	0.997007	5293	0	-0.1838	0.71515	0.70846	0.987956	13202	0	-0.1838
TBXAS1	1	0.28499	0.29154	0.997007	5294	0	-0.2247	0.71501	0.70846	0.987956	13201	0	-0.2247
FGFR1OP2	1	0.28509	0.29154	0.997007	5295	0	-0.2036	0.71491	0.70846	0.987956	13200	0	-0.2036
FAM47A	1	0.28513	0.29154	0.997007	5296	0	-0.2148	0.71487	0.70846	0.987956	13199	0	-0.2148
IQCF1	1	0.28518	0.29154	0.997007	5297	0	-0.19492	0.71482	0.70846	0.987956	13198	0	-0.19492
SPIN4	1	0.28523	0.29154	0.997007	5298	0	-0.29733	0.71477	0.70846	0.987956	13197	0	-0.29733
PMS2	1	0.28532	0.29155	0.997007	5299	0	-0.23622	0.71468	0.70845	0.987956	13196	0	-0.23622
MLXIPL	1	0.28537	0.29155	0.997007	5300	0	-0.11165	0.71463	0.70845	0.987956	13195	0	-0.11165
PCOLCE	1	0.28542	0.29155	0.997007	5301	0	-0.19238	0.71458	0.70845	0.987956	13194	0	-0.19238
AMFR	1	0.28547	0.29155	0.997007	5302	0	-0.15718	0.71453	0.70845	0.987956	13193	0	-0.15718
HOXD8	1	0.28551	0.29155	0.997007	5303	0	-0.16835	0.71449	0.70845	0.987956	13192	0	-0.16835
SPANXB1	1	0.28556	0.29155	0.997007	5304	0	-0.27752	0.71444	0.70845	0.987956	13191	0	-0.27752
PIRT	1	0.28561	0.29155	0.997007	5305	0	-0.22264	0.71439	0.70845	0.987956	13190	0	-0.22264
TCP11	1	0.28566	0.29155	0.997007	5306	0	-0.1462	0.71434	0.70845	0.987956	13189	0	-0.1462
SH3BGRL3	1	0.2857	0.29155	0.997007	5307	0	-0.21006	0.7143	0.70845	0.987956	13188	0	-0.21006
C4orf40	1	0.28575	0.29155	0.997007	5308	0	-0.25815	0.71425	0.70845	0.987956	13187	0	-0.25815
NEUROG2	1	0.2858	0.29155	0.997007	5309	0	-0.19533	0.7142	0.70845	0.987956	13186	0	-0.19533
INPP5E	1	0.28585	0.29155	0.997007	5310	0	-0.21328	0.71415	0.70845	0.987956	13184	0	-0.21328
WDR52	1	0.28594	0.29155	0.997007	5311	0	-0.18574	0.71406	0.70845	0.987956	13183	0	-0.18574
PARP16	2	0.28595	0.27039	0.997007	5312	1	-0.2311	0.7926	0.75962	0.995881	14634	0	-0.2311
ST8SIA4	1	0.28599	0.29155	0.997007	5313	0	-0.20239	0.71401	0.70845	0.987956	13182	0	-0.20239
NAPG	1	0.28608	0.29253	0.997007	5314	0	-0.27148	0.71392	0.70747	0.987956	13181	0	-0.27148
NARS	1	0.28618	0.29253	0.997007	5315	0	-0.52512	0.71382	0.70747	0.987956	13180	0	-0.52512
CERK	1	0.28623	0.29253	0.997007	5316	0	-0.52029	0.71377	0.70747	0.987956	13179	0	-0.52029
TBC1D3	1	0.28627	0.29253	0.997007	5317	0	-0.26605	0.71373	0.70747	0.987956	13178	0	-0.26605
TFPI2	1	0.28632	0.29253	0.997007	5318	0	-0.2107	0.71368	0.70747	0.987956	13177	0	-0.2107
DBI	2	0.28635	0.27039	0.997007	5319	1	-0.1204	0.60774	0.5553	0.955693	11232	0	-0.1204
PMAIP1	1	0.28637	0.29253	0.997007	5320	0	-0.16049	0.71363	0.70747	0.987956	13176	0	-0.16049
HCAR1	1	0.28642	0.29253	0.997007	5321	0	-0.25259	0.71358	0.70747	0.987956	13175	0	-0.25259
PAPOLB	1	0.28646	0.29253	0.997007	5322	0	-0.26814	0.71354	0.70747	0.987956	13174	0	-0.26814
TMEM260	1	0.28651	0.29253	0.997007	5323	0	-0.20831	0.71349	0.70747	0.987956	13173	0	-0.20831
DUSP6	1	0.28661	0.29253	0.997007	5324	0	-0.15014	0.71339	0.70747	0.987956	13172	0	-0.15014
ZNF136	1	0.28665	0.29253	0.997007	5325	0	-0.25735	0.71335	0.70747	0.987956	13171	0	-0.25735
GPR89B	1	0.2867	0.29253	0.997007	5326	0	-0.26022	0.7133	0.70747	0.987956	13170	0	-0.26022
PARM1	1	0.28675	0.29253	0.997007	5327	0	-0.17488	0.71325	0.70747	0.987956	13169	0	-0.17488
SFXN5	1	0.2868	0.29253	0.997007	5328	0	-0.17125	0.7132	0.70747	0.987956	13168	0	-0.17125
OR10P1	1	0.28689	0.29253	0.997007	5329	0	-0.17206	0.71311	0.70747	0.987956	13167	0	-0.17206
PRR5-ARHGAP8	1	0.28694	0.29253	0.997007	5330	0	-0.14152	0.71306	0.70747	0.987956	13166	0	-0.14152
OR56A3	1	0.28698	0.29253	0.997007	5331	0	-0.25464	0.71302	0.70747	0.987956	13165	0	-0.25464
ZSCAN16	1	0.28703	0.29253	0.997007	5332	0	-0.33101	0.71297	0.70747	0.987956	13164	0	-0.33101
CCDC167	1	0.28713	0.29253	0.997007	5333	0	-0.21767	0.71287	0.70747	0.987956	13163	0	-0.21767
ABCB11	1	0.28717	0.29253	0.997007	5334	0	-0.22148	0.71283	0.70747	0.987956	13162	0	-0.22148
KLHL34	1	0.28722	0.29253	0.997007	5335	0	-0.16949	0.71278	0.70747	0.987956	13161	0	-0.16949
SRRD	1	0.28727	0.29253	0.997007	5336	0	-0.18267	0.71273	0.70747	0.987956	13160	0	-0.18267
WDR65	1	0.28732	0.29253	0.997007	5337	0	-0.21685	0.71268	0.70747	0.987956	13158	0	-0.21685
RNGTT	1	0.28736	0.29253	0.997007	5338	0	-0.35944	0.71264	0.70747	0.987956	13157	0	-0.35944
CCDC23	1	0.28746	0.29253	0.997007	5339	0	-0.18149	0.71254	0.70747	0.987956	13156	0	-0.18149
VSIG1	1	0.28751	0.29253	0.997007	5340	0	-0.25063	0.71249	0.70747	0.987956	13155	0	-0.25063
TNFRSF1B	2	0.28755	0.27185	0.997007	5341	1	-0.17462	0.72825	0.68018	0.983867	13435	0	-0.17462
CACNA2D4	1	0.28755	0.29253	0.997007	5342	0	-0.11733	0.71245	0.70747	0.987956	13154	0	-0.11733
OR10G9	1	0.2876	0.29253	0.997007	5343	0	-0.15958	0.7124	0.70747	0.987956	13153	0	-0.15958
LGALS8	1	0.28765	0.29253	0.997007	5344	0	-0.1854	0.71235	0.70747	0.987956	13152	0	-0.1854
KCNQ3	1	0.2877	0.29253	0.997007	5345	0	-0.21648	0.7123	0.70747	0.987956	13151	0	-0.21648
ENDOD1	1	0.28774	0.29253	0.997007	5346	0	-0.28861	0.71226	0.70747	0.987956	13150	0	-0.28861
CAMK2D	1	0.28779	0.29253	0.997007	5347	0	-0.24507	0.71221	0.70747	0.987956	13149	0	-0.24507
SRD5A1	1	0.28784	0.29253	0.997007	5348	0	-0.18526	0.71216	0.70747	0.987956	13148	0	-0.18526
JRK	2	0.28795	0.27321	0.997007	5349	1	0.089464	0.2145	0.16381	0.6858	4145	1	0.089464
FMNL1	1	0.28798	0.29253	0.997007	5350	0	-0.095337	0.71202	0.70747	0.987956	13147	0	-0.095337
TBC1D10B	1	0.28803	0.29253	0.997007	5351	0	-0.23466	0.71197	0.70747	0.987956	13146	0	-0.23466
KRT23	1	0.28808	0.29253	0.997007	5352	0	-0.21533	0.71192	0.70747	0.987956	13145	0	-0.21533
TTC33	1	0.28812	0.29253	0.997007	5353	0	-0.14675	0.71188	0.70747	0.987956	13144	0	-0.14675
HDDC2	1	0.28817	0.29253	0.997007	5354	0	-0.21105	0.71183	0.70747	0.987956	13143	0	-0.21105
OR51F1	1	0.28822	0.29253	0.997007	5355	0	-0.22981	0.71178	0.70747	0.987956	13142	0	-0.22981
DUOXA2	1	0.28827	0.29253	0.997007	5356	0	-0.32967	0.71173	0.70747	0.987956	13141	0	-0.32967
TIGD3	1	0.28831	0.29253	0.997007	5357	0	-0.22517	0.71169	0.70747	0.987956	13140	0	-0.22517
AMT	1	0.2885	0.29454	0.997007	5358	0	-0.17058	0.7115	0.70546	0.987956	13139	0	-0.17058
UBXN2A	2	0.28851	0.2747	0.997007	5359	1	-0.13418	0.41267	0.32259	0.867786	7668	1	-0.13418
PFKFB2	1	0.2886	0.29454	0.997007	5360	0	-0.35512	0.7114	0.70546	0.987956	13138	0	-0.35512
PPP2R1B	1	0.28864	0.29454	0.997007	5361	0	-0.30278	0.71136	0.70546	0.987956	13137	0	-0.30278
TDRD3	1	0.28869	0.29454	0.997007	5362	0	-0.28607	0.71131	0.70546	0.987956	13136	0	-0.28607
CCDC25	1	0.28874	0.29454	0.997007	5363	0	-0.20084	0.71126	0.70546	0.987956	13135	0	-0.20084
C9orf172	1	0.28879	0.29454	0.997007	5364	0	-0.18444	0.71121	0.70546	0.987956	13134	0	-0.18444
XRCC4	1	0.28883	0.29454	0.997007	5365	0	-0.22321	0.71117	0.70546	0.987956	13132	0	-0.22321
COX5A	1	0.28888	0.29454	0.997007	5366	0	-0.48343	0.71112	0.70546	0.987956	13131	0	-0.48343
PKD1L3	1	0.28893	0.29454	0.997007	5367	0	-0.21636	0.71107	0.70546	0.987956	13130	0	-0.21636
SPIN3	1	0.28898	0.29454	0.997007	5368	0	-0.19784	0.71102	0.70546	0.987956	13129	0	-0.19784
HECA	1	0.28902	0.29454	0.997007	5369	0	-0.19654	0.71098	0.70546	0.987956	13128	0	-0.19654
FAM166B	1	0.28907	0.29454	0.997007	5370	0	-0.21386	0.71093	0.70546	0.987956	13127	0	-0.21386
CPB2	1	0.28912	0.29454	0.997007	5371	0	-0.23293	0.71088	0.70546	0.987956	13126	0	-0.23293
SCGB1A1	1	0.28917	0.29454	0.997007	5372	0	-0.15173	0.71083	0.70546	0.987956	13125	0	-0.15173
PRKAB2	1	0.28921	0.29454	0.997007	5373	0	-0.20557	0.71079	0.70546	0.987956	13124	0	-0.20557
IL19	1	0.28926	0.29454	0.997007	5374	0	-0.24023	0.71074	0.70546	0.987956	13123	0	-0.24023
SYNE2	1	0.28936	0.29454	0.997007	5375	0	-0.22916	0.71064	0.70546	0.987956	13122	0	-0.22916
USP18	1	0.28945	0.29454	0.997007	5376	0	-0.14508	0.71055	0.70546	0.987956	13120	0	-0.14508
CCDC170	1	0.2895	0.29454	0.997007	5377	0	-0.15359	0.7105	0.70546	0.987956	13119	0	-0.15359
PAWR	1	0.28959	0.29454	0.997007	5378	0	-0.26347	0.71041	0.70546	0.987956	13118	0	-0.26347
CECR1	2	0.28963	0.2761	0.997007	5379	1	0.13624	0.24035	0.18563	0.727397	4605	1	0.13624
MBD3L5	1	0.28964	0.29454	0.997007	5380	0	-0.26328	0.71036	0.70546	0.987956	13117	0	-0.26328
MUS81	1	0.28978	0.29454	0.997007	5381	0	-0.24358	0.71022	0.70546	0.987956	13116	0	-0.24358
DACH2	1	0.28988	0.29454	0.997007	5382	0	-0.32772	0.71012	0.70546	0.987956	13115	0	-0.32772
SRM	1	0.28993	0.29454	0.997007	5383	0	-0.10554	0.71007	0.70546	0.987956	13114	0	-0.10554
CASC3	1	0.29002	0.29549	0.997007	5384	0	-0.21562	0.70998	0.70451	0.987956	13113	0	-0.21562
C19orf35	1	0.29007	0.29549	0.997007	5385	0	-0.17823	0.70993	0.70451	0.987956	13112	0	-0.17823
ST6GALNAC5	1	0.29012	0.29549	0.997007	5386	0	-0.21158	0.70988	0.70451	0.987956	13111	0	-0.21158
APCS	1	0.29021	0.29646	0.997007	5387	0	-0.18762	0.70979	0.70354	0.987956	13109	0	-0.18762
UGT1A8	1	0.29026	0.29646	0.997007	5388	0	-0.20838	0.70974	0.70354	0.987956	13108	0	-0.20838
HIST3H2BB	1	0.2903	0.29646	0.997007	5389	0	-0.1652	0.7097	0.70354	0.987956	13107	0	-0.1652
ATG16L2	1	0.2904	0.29646	0.997007	5390	0	-0.13019	0.7096	0.70354	0.987956	13106	0	-0.13019
SSH1	1	0.29045	0.29646	0.997007	5391	0	-0.22325	0.70955	0.70354	0.987956	13105	0	-0.22325
OR1Q1	1	0.29049	0.29646	0.997007	5392	0	-0.27341	0.70951	0.70354	0.987956	13103	0	-0.27341
FGF16	1	0.29054	0.29646	0.997007	5393	0	-0.34086	0.70946	0.70354	0.987956	13102	0	-0.34086
LILRB3	1	0.29059	0.29646	0.997007	5394	0	-0.19217	0.70941	0.70354	0.987956	13100	0	-0.19217
MMP7	1	0.29064	0.29646	0.997007	5395	0	-0.26064	0.70936	0.70354	0.987956	13099	0	-0.26064
RNF170	1	0.29068	0.29646	0.997007	5396	0	-0.089668	0.70932	0.70354	0.987956	13097	0	-0.089668
KBTBD6	1	0.29073	0.29646	0.997007	5397	0	-0.21419	0.70927	0.70354	0.987956	13096	0	-0.21419
NT5DC2	1	0.29078	0.29646	0.997007	5398	0	-0.196	0.70922	0.70354	0.987956	13095	0	-0.196
IGSF6	1	0.29083	0.29646	0.997007	5399	0	-0.31632	0.70917	0.70354	0.987956	13093	0	-0.31632
PPAPDC2	1	0.29087	0.29646	0.997007	5400	0	-0.23963	0.70913	0.70354	0.987956	13092	0	-0.23963
FAM216B	1	0.29092	0.29646	0.997007	5401	0	-0.25483	0.70908	0.70354	0.987956	13090	0	-0.25483
ADSSL1	1	0.29097	0.29646	0.997007	5402	0	-0.17615	0.70903	0.70354	0.987956	13089	0	-0.17615
PINK1	1	0.29102	0.29646	0.997007	5403	0	-0.062737	0.70898	0.70354	0.987956	13088	0	-0.062737
BSND	1	0.29111	0.29742	0.997007	5404	0	-0.23288	0.70889	0.70258	0.987956	13086	0	-0.23288
IL2RB	1	0.29116	0.29742	0.997007	5405	0	-0.18164	0.70884	0.70258	0.987956	13085	0	-0.18164
ZNF607	1	0.29121	0.29742	0.997007	5406	0	-0.18274	0.70879	0.70258	0.987956	13084	0	-0.18274
CAV2	1	0.29125	0.29742	0.997007	5407	0	-0.12022	0.70875	0.70258	0.987956	13083	0	-0.12022
SRSF9	1	0.2913	0.29742	0.997007	5408	0	-0.20525	0.7087	0.70258	0.987956	13082	0	-0.20525
DYNC1H1	1	0.29135	0.29742	0.997007	5409	0	-0.48938	0.70865	0.70258	0.987956	13081	0	-0.48938
TRMT10A	1	0.2914	0.29742	0.997007	5410	0	-0.18008	0.7086	0.70258	0.987956	13080	0	-0.18008
AADACL3	1	0.29144	0.29742	0.997007	5411	0	-0.17463	0.70856	0.70258	0.987956	13079	0	-0.17463
REN	1	0.29149	0.29742	0.997007	5412	0	-0.20141	0.70851	0.70258	0.987956	13078	0	-0.20141
DCAF4L1	1	0.29154	0.29742	0.997007	5413	0	-0.16517	0.70846	0.70258	0.987956	13077	0	-0.16517
HK1	2	0.29155	0.279	0.997007	5414	1	0.41718	0.18094	0.14601	0.672904	3558	1	0.41718
USP10	1	0.29163	0.29742	0.997007	5415	0	-0.20354	0.70837	0.70258	0.987956	13074	0	-0.20354
DNMT3A	1	0.29187	0.29839	0.997007	5416	0	-0.24001	0.70813	0.70161	0.987956	13073	0	-0.24001
KLF2	1	0.29197	0.29839	0.997007	5417	0	-0.15555	0.70803	0.70161	0.987956	13071	0	-0.15555
FAM170A	1	0.29201	0.29839	0.997007	5418	0	-0.2952	0.70799	0.70161	0.987956	13070	0	-0.2952
NUP188	1	0.29211	0.29938	0.997007	5419	0	-0.15438	0.70789	0.70062	0.987363	13069	0	-0.15438
IL17B	1	0.29215	0.29938	0.997007	5420	0	-0.25037	0.70785	0.70062	0.987363	13068	0	-0.25037
CD3EAP	1	0.29225	0.29938	0.997007	5421	0	-0.41416	0.70775	0.70062	0.987363	13067	0	-0.41416
LCN6	2	0.29226	0.279	0.997007	5422	1	1.3111	0.085415	0.072195	0.519477	1748	1	1.3111
DCUN1D3	1	0.2923	0.29938	0.997007	5423	0	-0.21675	0.7077	0.70062	0.987363	13066	0	-0.21675
SIPA1	2	0.29234	0.279	0.997007	5424	1	-0.5603	0.9047	0.89987	1.0	16674	0	-0.5603
ZNF391	1	0.29234	0.29938	0.997007	5425	0	-0.2396	0.70766	0.70062	0.987363	13065	0	-0.2396
OR2T8	1	0.29249	0.29938	0.997007	5426	0	-0.20556	0.70751	0.70062	0.987363	13064	0	-0.20556
STOML2	1	0.29253	0.29938	0.997007	5427	0	-0.28998	0.70747	0.70062	0.987363	13063	0	-0.28998
WDR77	1	0.29258	0.29938	0.997007	5428	0	-0.32988	0.70742	0.70062	0.987363	13062	0	-0.32988
CYB5RL	1	0.29263	0.29938	0.997007	5429	0	-0.20863	0.70737	0.70062	0.987363	13061	0	-0.20863
STK11IP	1	0.29268	0.29938	0.997007	5430	0	-0.184	0.70732	0.70062	0.987363	13059	0	-0.184
TRNP1	1	0.29277	0.30042	0.997007	5431	0	-0.18447	0.70723	0.69958	0.986731	13057	0	-0.18447
PPP1R9A	1	0.29282	0.30042	0.997007	5432	0	-0.25989	0.70718	0.69958	0.986731	13056	0	-0.25989
GKN2	1	0.29287	0.30042	0.997007	5433	0	-0.23854	0.70713	0.69958	0.986731	13055	0	-0.23854
COCH	1	0.29296	0.30141	0.997007	5434	0	-0.13126	0.70704	0.69859	0.985552	13054	0	-0.13126
CD1C	1	0.29301	0.30141	0.997007	5435	0	-0.1796	0.70699	0.69859	0.985552	13053	0	-0.1796
NBPF1	1	0.29306	0.30141	0.997007	5436	0	-0.28103	0.70694	0.69859	0.985552	13052	0	-0.28103
ACSL6	2	0.29306	0.28038	0.997007	5437	1	0.0040516	0.60249	0.54876	0.951339	11132	0	0.0040516
TMEM241	1	0.2931	0.30141	0.997007	5438	0	-0.22442	0.7069	0.69859	0.985552	13051	0	-0.22442
UGT1A1	2	0.29314	0.28038	0.997007	5439	1	-0.15134	0.81511	0.78817	1.0	15043	0	-0.15134
TSTA3	1	0.29315	0.30141	0.997007	5440	0	-0.12417	0.70685	0.69859	0.985552	13050	0	-0.12417
KIF13B	1	0.2932	0.30141	0.997007	5441	0	-0.17296	0.7068	0.69859	0.985552	13049	0	-0.17296
